지표유형,기준,분리기준,분리값,학년,전환구간,잔존인원,잔존율(%),신규진입인원,다음학년진입인원,학년이탈인원,학년이탈률(%),도달단계,도달인원,도달률(%),대상인원,병합의심률(%),관측시즌범위,신뢰한계문구
학년잔존,쇼트트랙 기준,전체,전체,1,,74,100.0,74,66,8,10.81,,,,74,0.0,2006~2026,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,전체,전체,2,,303,97.43,237,240,63,20.79,,,,311,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,3,,533,88.25,293,421,112,21.01,,,,604,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,4,,761,81.74,327,607,154,20.24,,,,931,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,5,,860,73.88,233,690,170,19.77,,,,1164,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,6,6→7,955,67.44,252,727,228,23.87,,,,1416,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,7,,852,55.61,116,650,202,23.71,,,,1532,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,8,,752,46.65,80,598,154,20.48,,,,1612,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,9,9→10,693,40.98,79,558,135,19.48,,,,1691,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,10,,621,35.65,51,485,136,21.9,,,,1742,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,11,,542,30.45,38,425,117,21.59,,,,1780,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,12,12→13,478,26.25,41,350,128,26.78,,,,1821,0.0,2006~2026,
학년잔존,쇼트트랙 기준,전체,전체,13,,381,20.7,20,290,91,23.88,,,,1841,0.0,2006~2026,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,성별,남,1,,45,100.0,45,38,7,15.56,,,,45,0.0,2006~2026,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,성별,남,2,,194,96.52,156,147,47,24.23,,,,201,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,3,,325,85.75,178,257,68,20.92,,,,379,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,4,,449,79.61,185,354,95,21.16,,,,564,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,5,,490,71.12,125,392,98,20.0,,,,689,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,6,6→7,532,64.72,133,406,126,23.68,,,,822,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,7,,482,53.85,73,368,114,23.65,,,,895,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,8,,427,45.52,43,350,77,18.03,,,,938,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,9,9→10,412,41.7,50,334,78,18.93,,,,988,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,10,,369,36.25,30,289,80,21.68,,,,1018,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,11,,321,30.87,22,257,64,19.94,,,,1040,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,12,12→13,289,27.14,25,219,70,24.22,,,,1065,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,남,13,,242,22.39,16,185,57,23.55,,,,1081,0.0,2006~2026,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,성별,여,1,,29,100.0,29,28,1,3.45,,,,29,0.0,2006~2026,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,성별,여,2,,109,99.09,81,93,16,14.68,,,,110,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,3,,208,92.44,115,164,44,21.15,,,,225,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,4,,312,85.01,142,253,59,18.91,,,,367,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,5,,370,77.89,108,298,72,19.46,,,,475,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,6,6→7,423,71.21,119,321,102,24.11,,,,594,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,7,,370,58.08,43,282,88,23.78,,,,637,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,8,,325,48.22,37,248,77,23.69,,,,674,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,9,9→10,281,39.97,29,224,57,20.28,,,,703,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,10,,252,34.81,21,196,56,22.22,,,,724,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,11,,221,29.86,16,168,53,23.98,,,,740,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,12,12→13,189,25.0,16,131,58,30.69,,,,756,0.0,2006~2026,
학년잔존,쇼트트랙 기준,성별,여,13,,139,18.29,4,105,34,24.46,,,,760,0.0,2006~2026,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,1,1,,74,100.0,74,66,8,10.81,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,2,,66,89.19,0,48,18,27.27,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,3,,48,64.86,0,42,6,12.5,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,4,,45,60.81,0,37,8,17.78,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,5,,40,54.05,0,35,5,12.5,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,6,6→7,35,47.3,0,31,4,11.43,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,7,,31,41.89,0,20,11,35.48,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,8,,20,27.03,0,16,4,20.0,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,9,9→10,17,22.97,0,17,0,0.0,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,10,,17,22.97,0,16,1,5.88,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,11,,16,21.62,0,13,3,18.75,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,12,12→13,14,18.92,0,8,6,42.86,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,1,13,,8,10.81,0,7,1,12.5,,,,74,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다. 최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,10,10,,51,100.0,51,43,8,15.69,,,,51,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,10,11,,43,84.31,0,31,12,27.91,,,,51,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,10,12,12→13,32,62.75,0,23,9,28.12,,,,51,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,10,13,,24,47.06,0,17,7,29.17,,,,51,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다. 최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,11,11,,38,100.0,38,31,7,18.42,,,,38,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,11,12,12→13,31,81.58,0,19,12,38.71,,,,38,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,11,13,,19,50.0,0,15,4,21.05,,,,38,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다. 최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,12,12,12→13,41,100.0,41,32,9,21.95,,,,41,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,12,13,,32,78.05,0,19,13,40.62,,,,41,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다. 최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,13,13,,20,100.0,20,20,0,0.0,,,,20,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다. 최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,2,2,,237,100.0,237,192,45,18.99,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,3,,192,81.01,0,137,55,28.65,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,4,,147,62.03,0,116,31,21.09,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,5,,122,51.48,0,95,27,22.13,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,6,6→7,97,40.93,0,78,19,19.59,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,7,,79,33.33,0,60,19,24.05,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,8,,61,25.74,0,53,8,13.11,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,9,9→10,57,24.05,0,43,14,24.56,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,10,,44,18.57,0,38,6,13.64,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,11,,38,16.03,0,33,5,13.16,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,12,12→13,34,14.35,0,29,5,14.71,,,,237,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,2,13,,30,12.66,0,24,6,20.0,,,,237,0.0,2006~2026,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,3,3,,293,100.0,293,242,51,17.41,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,4,,242,82.59,0,176,66,27.27,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,5,,187,63.82,0,146,41,21.93,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,6,6→7,150,51.19,0,111,39,26.0,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,7,,113,38.57,0,97,16,14.16,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,8,,105,35.84,0,88,17,16.19,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,9,9→10,90,30.72,0,75,15,16.67,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,10,,77,26.28,0,65,12,15.58,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,11,,70,23.89,0,59,11,15.71,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,12,12→13,60,20.48,0,43,17,28.33,,,,293,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,3,13,,43,14.68,0,35,8,18.6,,,,293,0.0,2006~2026,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,4,4,,327,100.0,327,278,49,14.98,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,5,,278,85.02,0,212,66,23.74,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,6,6→7,219,66.97,0,167,52,23.74,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,7,,171,52.29,0,130,41,23.98,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,8,,132,40.37,0,112,20,15.15,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,9,9→10,116,35.47,0,101,15,12.93,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,10,,103,31.5,0,81,22,21.36,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,11,,83,25.38,0,71,12,14.46,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,12,12→13,74,22.63,0,52,22,29.73,,,,327,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,4,13,,54,16.51,0,43,11,20.37,,,,327,0.0,2006~2026,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,5,5,,233,100.0,233,202,31,13.3,,,,233,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,5,6,6→7,202,86.7,0,137,65,32.18,,,,233,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,5,7,,139,59.66,0,99,40,28.78,,,,233,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,5,8,,106,45.49,0,79,27,25.47,,,,233,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,5,9,9→10,82,35.19,0,69,13,15.85,,,,233,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,5,10,,72,30.9,0,62,10,13.89,,,,233,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,5,11,,66,28.33,0,56,10,15.15,,,,233,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,5,12,12→13,56,24.03,0,47,9,16.07,,,,233,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,5,13,,48,20.6,0,36,12,25.0,,,,233,0.0,2006~2026,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,6,6,6→7,252,100.0,252,203,49,19.44,,,,252,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,6,7,,203,80.56,0,139,64,31.53,,,,252,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,6,8,,143,56.75,0,99,44,30.77,,,,252,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,6,9,9→10,100,39.68,0,75,25,25.0,,,,252,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,6,10,,77,30.56,0,59,18,23.38,,,,252,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,6,11,,64,25.4,0,44,20,31.25,,,,252,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,6,12,12→13,44,17.46,0,31,13,29.55,,,,252,0.0,2006~2026,
학년잔존,쇼트트랙 기준,시작학년,6,13,,31,12.3,0,23,8,25.81,,,,252,0.0,2006~2026,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,7,7,,116,100.0,116,105,11,9.48,,,,116,0.0,2006~2025,
학년잔존,쇼트트랙 기준,시작학년,7,8,,105,90.52,0,81,24,22.86,,,,116,0.0,2006~2025,
학년잔존,쇼트트랙 기준,시작학년,7,9,9→10,82,70.69,0,66,16,19.51,,,,116,0.0,2006~2025,
학년잔존,쇼트트랙 기준,시작학년,7,10,,68,58.62,0,45,23,33.82,,,,116,0.0,2006~2025,
학년잔존,쇼트트랙 기준,시작학년,7,11,,46,39.66,0,32,14,30.43,,,,116,0.0,2006~2025,
학년잔존,쇼트트랙 기준,시작학년,7,12,12→13,34,29.31,0,27,7,20.59,,,,116,0.0,2006~2025,
학년잔존,쇼트트랙 기준,시작학년,7,13,,29,25.0,0,24,5,17.24,,,,116,0.0,2006~2025,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,8,8,,80,100.0,80,70,10,12.5,,,,80,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,8,9,9→10,70,87.5,0,43,27,38.57,,,,80,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,8,10,,43,53.75,0,34,9,20.93,,,,80,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,8,11,,35,43.75,0,23,12,34.29,,,,80,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,8,12,12→13,24,30.0,0,19,5,20.83,,,,80,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,8,13,,21,26.25,0,13,8,38.1,,,,80,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다. 최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작학년,9,9,9→10,79,100.0,79,69,10,12.66,,,,79,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,9,10,,69,87.34,0,42,27,39.13,,,,79,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,9,11,,43,54.43,0,32,11,25.58,,,,79,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,9,12,12→13,34,43.04,0,20,14,41.18,,,,79,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작학년,9,13,,22,27.85,0,14,8,36.36,,,,79,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다. 최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,1,,9,100.0,9,9,0,0.0,,,,9,0.0,2006~2009,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,2,,52,100.0,43,38,14,26.92,,,,52,0.0,2006~2009,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,3,,111,88.8,73,85,26,23.42,,,,125,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,4,,145,79.23,58,108,37,25.52,,,,183,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,5,,162,70.13,48,130,32,19.75,,,,231,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,6,6→7,175,64.34,41,131,44,25.14,,,,272,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,7,,170,55.19,36,151,19,11.18,,,,308,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,8,,192,56.97,29,158,34,17.71,,,,337,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,9,9→10,192,52.89,26,169,23,11.98,,,,363,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,10,,200,51.41,26,169,31,15.5,,,,389,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,11,,203,49.51,21,175,28,13.79,,,,410,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,12,12→13,208,47.93,24,179,29,13.94,,,,434,0.0,2006~2009,
학년잔존,쇼트트랙 기준,시작시즌대,2006~2009,13,,201,44.97,13,166,35,17.41,,,,447,0.0,2006~2009,최신 학년은 관측기간 부족으로 이탈률이 과대 추정될 수 있습니다.
학년잔존,쇼트트랙 기준,시작시즌대,2010~2013,1,,14,100.0,14,13,1,7.14,,,,14,0.0,2010~2013,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작시즌대,2010~2013,2,,57,98.28,44,50,7,12.28,,,,58,0.0,2010~2013,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
학년잔존,쇼트트랙 기준,시작시즌대,2010~2013,3,,118,93.65,68,92,26,22.03,,,,126,0.0,2010~2013,
학년잔존,쇼트트랙 기준,시작시즌대,2010~2013,4,,152,82.61,58,130,22,14.47,,,,184,0.0,2010~2013,
학년잔존,쇼트트랙 기준,시작시즌대,2010~2013,5,,182,79.13,46,152,30,16.48,,,,230,0.0,2010~2013,
학년잔존,쇼트트랙 기준,시작시즌대,2010~2013,6,6→7,199,72.89,43,153,46,23.12,,,,273,0.0,2010~2013,
학년잔존,쇼트트랙 기준,시작시즌대,2010~2013,7,,179,60.68,22,142,37,20.67,,,,295,0.0,2010~2013,
학년잔존,쇼트트랙 기준,시작시즌대,2010~2013,8,,161,51.94,15,130,31,19.25,,,,310,0.0,2010~2013,
