지표유형,기준,분리기준,분리값,학년,전환구간,잔존인원,잔존율(%),신규진입인원,다음학년진입인원,학년이탈인원,학년이탈률(%),도달단계,도달인원,도달률(%),대상인원,병합의심률(%),관측시즌범위,신뢰한계문구
단계도달,쇼트트랙 기준,시작학년,1,,,,,,,,,대학·일반,9,40.91,22,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,10,,,,,,,,,중등,31,100.0,31,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,10,,,,,,,,,고등,31,100.0,31,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,10,,,,,,,,,대학·일반,11,44.0,25,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,11,,,,,,,,,중등,21,100.0,21,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,11,,,,,,,,,고등,21,100.0,21,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,11,,,,,,,,,대학·일반,8,38.1,21,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,12,,,,,,,,,중등,22,100.0,22,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,12,,,,,,,,,고등,22,100.0,22,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,12,,,,,,,,,대학·일반,13,59.09,22,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,13,,,,,,,,,중등,8,100.0,8,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,13,,,,,,,,,고등,8,100.0,8,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,13,,,,,,,,,대학·일반,8,100.0,8,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,14,,,,,,,,,중등,3,100.0,3,0.0,2006~2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,14,,,,,,,,,고등,3,100.0,3,0.0,2006~2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,14,,,,,,,,,대학·일반,3,100.0,3,0.0,2006~2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,15,,,,,,,,,중등,5,100.0,5,0.0,2006~2022,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,15,,,,,,,,,고등,5,100.0,5,0.0,2006~2022,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,15,,,,,,,,,대학·일반,5,100.0,5,0.0,2006~2022,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,16,,,,,,,,,중등,5,100.0,5,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,16,,,,,,,,,고등,5,100.0,5,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,16,,,,,,,,,대학·일반,5,100.0,5,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,17,,,,,,,,,중등,6,100.0,6,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,17,,,,,,,,,고등,6,100.0,6,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,17,,,,,,,,,대학·일반,6,100.0,6,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,18,,,,,,,,,중등,3,100.0,3,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,18,,,,,,,,,고등,3,100.0,3,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,18,,,,,,,,,대학·일반,3,100.0,3,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,19,,,,,,,,,중등,4,100.0,4,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,19,,,,,,,,,고등,4,100.0,4,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,19,,,,,,,,,대학·일반,4,100.0,4,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,2,,,,,,,,,중등,83,49.7,167,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,2,,,,,,,,,고등,46,36.8,125,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,2,,,,,,,,,대학·일반,32,34.78,92,0.0,2006~2026,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,20,,,,,,,,,중등,2,100.0,2,0.0,2006~2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,20,,,,,,,,,고등,2,100.0,2,0.0,2006~2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,20,,,,,,,,,대학·일반,2,100.0,2,0.0,2006~2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,21,,,,,,,,,중등,2,100.0,2,0.0,2007,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,21,,,,,,,,,고등,2,100.0,2,0.0,2007,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,21,,,,,,,,,대학·일반,2,100.0,2,0.0,2007,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,22,,,,,,,,,중등,1,100.0,1,0.0,2008,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,22,,,,,,,,,고등,1,100.0,1,0.0,2008,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,22,,,,,,,,,대학·일반,1,100.0,1,0.0,2008,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,25,,,,,,,,,중등,1,100.0,1,0.0,2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,25,,,,,,,,,고등,1,100.0,1,0.0,2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,25,,,,,,,,,대학·일반,1,100.0,1,0.0,2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,26,,,,,,,,,중등,1,100.0,1,0.0,2009,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,26,,,,,,,,,고등,1,100.0,1,0.0,2009,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,26,,,,,,,,,대학·일반,1,100.0,1,0.0,2009,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,27,,,,,,,,,중등,0,,0,0.0,2006,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,27,,,,,,,,,고등,0,,0,0.0,2006,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,27,,,,,,,,,대학·일반,0,,0,0.0,2006,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,28,,,,,,,,,중등,5,100.0,5,0.0,2009~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,28,,,,,,,,,고등,5,100.0,5,0.0,2009~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,28,,,,,,,,,대학·일반,5,100.0,5,0.0,2009~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,29,,,,,,,,,중등,3,100.0,3,0.0,2007~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,29,,,,,,,,,고등,3,100.0,3,0.0,2007~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,29,,,,,,,,,대학·일반,3,100.0,3,0.0,2007~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,3,,,,,,,,,중등,122,53.51,228,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,3,,,,,,,,,고등,76,40.86,186,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,3,,,,,,,,,대학·일반,41,27.89,147,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,30,,,,,,,,,중등,1,100.0,1,0.0,2007,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,30,,,,,,,,,고등,1,100.0,1,0.0,2007,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,30,,,,,,,,,대학·일반,1,100.0,1,0.0,2007,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,31,,,,,,,,,중등,0,,0,0.0,2006,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,31,,,,,,,,,고등,0,,0,0.0,2006,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,31,,,,,,,,,대학·일반,0,,0,0.0,2006,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,32,,,,,,,,,중등,2,100.0,2,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,32,,,,,,,,,고등,2,100.0,2,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,32,,,,,,,,,대학·일반,2,100.0,2,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,33,,,,,,,,,중등,7,100.0,7,0.0,2007~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,33,,,,,,,,,고등,7,100.0,7,0.0,2007~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,33,,,,,,,,,대학·일반,7,100.0,7,0.0,2007~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,34,,,,,,,,,중등,4,100.0,4,0.0,2007~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,34,,,,,,,,,고등,4,100.0,4,0.0,2007~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,34,,,,,,,,,대학·일반,4,100.0,4,0.0,2007~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,35,,,,,,,,,중등,2,100.0,2,0.0,2006~2021,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,35,,,,,,,,,고등,2,100.0,2,0.0,2006~2021,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,35,,,,,,,,,대학·일반,2,100.0,2,0.0,2006~2021,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,36,,,,,,,,,중등,4,100.0,4,0.0,2006~2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,36,,,,,,,,,고등,4,100.0,4,0.0,2006~2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,36,,,,,,,,,대학·일반,4,100.0,4,0.0,2006~2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,37,,,,,,,,,중등,3,100.0,3,0.0,2006~2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,37,,,,,,,,,고등,3,100.0,3,0.0,2006~2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,37,,,,,,,,,대학·일반,3,100.0,3,0.0,2006~2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,38,,,,,,,,,중등,6,100.0,6,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,38,,,,,,,,,고등,6,100.0,6,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,38,,,,,,,,,대학·일반,6,100.0,6,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,39,,,,,,,,,중등,5,100.0,5,0.0,2006~2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,39,,,,,,,,,고등,5,100.0,5,0.0,2006~2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,39,,,,,,,,,대학·일반,5,100.0,5,0.0,2006~2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,4,,,,,,,,,중등,161,62.4,258,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,4,,,,,,,,,고등,99,43.23,229,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,4,,,,,,,,,대학·일반,43,28.1,153,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,40,,,,,,,,,중등,1,100.0,1,0.0,2006~2011,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,40,,,,,,,,,고등,1,100.0,1,0.0,2006~2011,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,40,,,,,,,,,대학·일반,1,100.0,1,0.0,2006~2011,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,41,,,,,,,,,중등,5,100.0,5,0.0,2009~2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,41,,,,,,,,,고등,5,100.0,5,0.0,2009~2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,41,,,,,,,,,대학·일반,5,100.0,5,0.0,2009~2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,42,,,,,,,,,중등,3,100.0,3,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,42,,,,,,,,,고등,3,100.0,3,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,42,,,,,,,,,대학·일반,3,100.0,3,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,43,,,,,,,,,중등,2,100.0,2,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,43,,,,,,,,,고등,2,100.0,2,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,43,,,,,,,,,대학·일반,2,100.0,2,0.0,2006~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,44,,,,,,,,,중등,4,100.0,4,0.0,2011~2014,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,44,,,,,,,,,고등,4,100.0,4,0.0,2011~2014,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,44,,,,,,,,,대학·일반,4,100.0,4,0.0,2011~2014,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,45,,,,,,,,,중등,3,100.0,3,0.0,2008~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,45,,,,,,,,,고등,3,100.0,3,0.0,2008~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,45,,,,,,,,,대학·일반,3,100.0,3,0.0,2008~2012,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,46,,,,,,,,,중등,1,100.0,1,0.0,2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,46,,,,,,,,,고등,1,100.0,1,0.0,2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,46,,,,,,,,,대학·일반,1,100.0,1,0.0,2017,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,5,,,,,,,,,중등,134,72.04,186,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,5,,,,,,,,,고등,66,41.25,160,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,5,,,,,,,,,대학·일반,40,34.78,115,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,53,,,,,,,,,중등,1,100.0,1,0.0,2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,53,,,,,,,,,고등,1,100.0,1,0.0,2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,53,,,,,,,,,대학·일반,1,100.0,1,0.0,2015,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,57,,,,,,,,,중등,1,100.0,1,0.0,2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,57,,,,,,,,,고등,1,100.0,1,0.0,2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,57,,,,,,,,,대학·일반,1,100.0,1,0.0,2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,58,,,,,,,,,중등,1,100.0,1,0.0,2014,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,58,,,,,,,,,고등,1,100.0,1,0.0,2014,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,58,,,,,,,,,대학·일반,1,100.0,1,0.0,2014,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,6,,,,,,,,,중등,187,85.0,220,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,6,,,,,,,,,고등,76,44.44,171,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,6,,,,,,,,,대학·일반,27,20.45,132,0.0,2006~2026,
단계도달,쇼트트랙 기준,시작학년,7,,,,,,,,,중등,90,100.0,90,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,7,,,,,,,,,고등,49,62.82,78,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,7,,,,,,,,,대학·일반,16,24.62,65,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,8,,,,,,,,,중등,54,100.0,54,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,8,,,,,,,,,고등,25,50.0,50,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,8,,,,,,,,,대학·일반,12,27.91,43,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,9,,,,,,,,,중등,62,100.0,62,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,9,,,,,,,,,고등,53,85.48,62,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작학년,9,,,,,,,,,대학·일반,16,32.65,49,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작시즌대,2006~2009,,,,,,,,,중등,153,66.52,230,0.0,2006~2009,
단계도달,쇼트트랙 기준,시작시즌대,2006~2009,,,,,,,,,고등,128,55.65,230,0.0,2006~2009,
단계도달,쇼트트랙 기준,시작시즌대,2006~2009,,,,,,,,,대학·일반,100,43.48,230,0.0,2006~2009,
단계도달,쇼트트랙 기준,시작시즌대,2010~2013,,,,,,,,,중등,289,73.91,391,0.0,2010~2013,
단계도달,쇼트트랙 기준,시작시즌대,2010~2013,,,,,,,,,고등,212,54.22,391,0.0,2010~2013,
단계도달,쇼트트랙 기준,시작시즌대,2010~2013,,,,,,,,,대학·일반,140,35.81,391,0.0,2010~2013,
단계도달,쇼트트랙 기준,시작시즌대,2014~2017,,,,,,,,,중등,285,74.41,383,0.0,2014~2017,
단계도달,쇼트트랙 기준,시작시즌대,2014~2017,,,,,,,,,고등,179,47.73,375,0.0,2014~2017,
단계도달,쇼트트랙 기준,시작시즌대,2014~2017,,,,,,,,,대학·일반,93,31.85,292,0.0,2014~2017,
단계도달,쇼트트랙 기준,시작시즌대,2018~2021,,,,,,,,,중등,250,72.25,346,0.0,2018~2021,
단계도달,쇼트트랙 기준,시작시즌대,2018~2021,,,,,,,,,고등,128,54.7,234,0.0,2018~2021,
단계도달,쇼트트랙 기준,시작시즌대,2018~2021,,,,,,,,,대학·일반,30,46.15,65,0.0,2018~2021,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작시즌대,2022~2025,,,,,,,,,중등,127,84.11,151,0.0,2022~2025,
단계도달,쇼트트랙 기준,시작시즌대,2022~2025,,,,,,,,,고등,41,87.23,47,0.0,2022~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작시즌대,2022~2025,,,,,,,,,대학·일반,10,76.92,13,0.0,2022~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작시즌대,2026~2029,,,,,,,,,중등,0,,0,0.0,2026,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작시즌대,2026~2029,,,,,,,,,고등,0,,0,0.0,2026,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,쇼트트랙 기준,시작시즌대,2026~2029,,,,,,,,,대학·일반,0,,0,0.0,2026,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,전체,전체,,,,,,,,,중등,1104,73.55,1501,0.0,2006~2026,
단계도달,빙상 전체 기준,전체,전체,,,,,,,,,고등,688,53.88,1277,0.0,2006~2026,
단계도달,빙상 전체 기준,전체,전체,,,,,,,,,대학·일반,373,37.64,991,0.0,2006~2026,
단계도달,빙상 전체 기준,성별,남,,,,,,,,,중등,640,72.15,887,0.0,2006~2026,
단계도달,빙상 전체 기준,성별,남,,,,,,,,,고등,415,54.82,757,0.0,2006~2026,
단계도달,빙상 전체 기준,성별,남,,,,,,,,,대학·일반,250,41.46,603,0.0,2006~2026,
단계도달,빙상 전체 기준,성별,여,,,,,,,,,중등,464,75.57,614,0.0,2006~2026,
단계도달,빙상 전체 기준,성별,여,,,,,,,,,고등,273,52.5,520,0.0,2006~2026,
단계도달,빙상 전체 기준,성별,여,,,,,,,,,대학·일반,123,31.7,388,0.0,2006~2026,
단계도달,빙상 전체 기준,시작학년,1,,,,,,,,,중등,32,56.14,57,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,1,,,,,,,,,고등,19,51.35,37,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,1,,,,,,,,,대학·일반,9,40.91,22,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,10,,,,,,,,,중등,31,100.0,31,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,10,,,,,,,,,고등,31,100.0,31,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,10,,,,,,,,,대학·일반,11,44.0,25,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,11,,,,,,,,,중등,21,100.0,21,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,11,,,,,,,,,고등,21,100.0,21,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,11,,,,,,,,,대학·일반,8,38.1,21,0.0,2006~2024,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,12,,,,,,,,,중등,22,100.0,22,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,12,,,,,,,,,고등,22,100.0,22,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,12,,,,,,,,,대학·일반,13,59.09,22,0.0,2006~2025,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,13,,,,,,,,,중등,8,100.0,8,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,13,,,,,,,,,고등,8,100.0,8,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,13,,,,,,,,,대학·일반,8,100.0,8,0.0,2006~2019,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
단계도달,빙상 전체 기준,시작학년,14,,,,,,,,,중등,3,100.0,3,0.0,2006~2016,표본이 100명 미만이라 해석 신뢰도가 낮습니다.
