기준식,복귀율기준(%),분모기준,확정n,근거구간,근거사례수,근거복귀사례,근거복귀율(%),근거문장
n시즌 연속 미출전 = 기록 중단,20.0,100,1,1,1633,175,10.72,"공백 1시즌 이상 사례 1633건 중 복귀 175건(10.72%)으로 기준(복귀율 ≤ 20.0%, 분모 ≥ 100)을 충족해 기록 중단 기준을 1시즌으로 확정했습니다."
