전체행수,오픈행수,오픈비율(%),오픈행_출생연도기반판정가능행수,오픈행_출생연도기반판정가능비율(%),출생연도결측행수,출생연도결측비율(%),종별폴백행수,종별폴백비율(%),비교가능행수,일치행수,일치율(%),불일치행수,단계분석_권장시작연도,기준_최소비교행수,기준_최소일치율(%),기준_최대출생연도결측비율(%)
128912,24857,19.28,24820,99.85,2359,1.83,2302,1.79,101723,95079,93.47,6644,2007,500,90.0,10.0
